5.877.828.38	60198
7.284.426.90	96752
3.127.587.48	87180
5.348.585.77	96817
7.207.894.24	90143
8.617.876.65	3110
6.539.725.58	11212
2.481.305.85	75213
5.886.228.29	33836
4.588.844.14	88530
7.702.881.29	7374
8.455.907.79	37660
2.199.120.63	91645
8.976.431.91	36447
7.994.479.59	80116
7.326.981.88	1324
6.541.590.22	23004
6.585.665.41	89177
6.988.704.64	63305
8.543.835.10	27047
2.178.519.21	94616
8.355.636.78	22908
8.268.713.42	38718
3.892.788.12	60209
5.873.828.87	73007
6.395.883.90	94025
8.622.477.30	79311
4.377.258.46	27500
2.659.636.39	73058
2.809.200.52	35702
3.425.617.46	85494
8.470.424.47	93143
3.435.970.11	5420
6.768.830.38	26990
7.775.329.91	46963
3.936.727.61	79446
4.918.616.66	11950
5.209.488.39	30838
6.742.779.42	38843
7.961.215.62	5733
5.734.839.87	66559
2.744.216.72	87770
8.141.286.29	41162
3.875.800.39	91997
2.299.570.11	77139
3.923.197.23	15166
8.407.131.53	31932
3.262.390.23	41863
4.674.346.27	28425
4.824.714.89	42350
3.191.339.80	2353
3.485.436.72	97675
5.794.253.15	45977
5.994.613.90	82963
7.743.283.89	86904
5.313.288.49	30810
8.162.934.13	72647
4.615.129.96	22297
7.513.593.55	15354
2.861.111.98	14542
4.358.315.55	72189
3.355.728.22	82576
8.144.523.68	17949
5.408.234.90	82032
5.402.832.50	30908
5.827.281.81	71367
6.631.871.56	52297
4.813.452.61	80281
6.933.320.93	2483
4.524.248.60	53604
3.393.425.85	22735
2.543.848.81	63141
3.475.641.19	8364
3.847.356.68	86903
4.416.543.59	19173
5.826.249.96	90681
5.819.231.64	22395
2.118.447.49	98148
2.463.471.53	97709
3.256.437.53	18542
5.312.118.47	58541
5.336.425.13	24542
3.358.553.40	60512
3.787.568.79	7057
6.575.604.36	72878
5.273.181.59	16592
3.462.626.61	40760
5.293.595.35	73260
3.513.476.71	45234
7.218.989.67	88717
4.864.421.63	67651
8.966.894.21	70096
3.165.715.53	79125
2.959.701.43	72454
2.856.323.39	83737
2.540.995.64	73422
6.288.571.68	60883
2.196.576.96	85462
7.974.420.27	45133
6.560.242.64	85627
5.414.311.34	54127
2.148.535.22	41775
6.354.867.79	6338
8.635.600.29	21945
2.564.552.23	24947
5.364.815.23	66019
6.941.716.46	89713
3.385.995.92	14819
4.308.193.71	17481
8.729.461.13	71556
6.568.193.77	80866
2.997.163.54	46867
3.580.340.20	33754
8.925.237.63	28742
3.113.243.38	11478
8.340.819.43	29303
7.337.515.92	84923
2.963.394.94	29768
3.519.132.80	100335
5.172.514.62	51883
6.553.508.72	7350
7.940.433.45	18805
8.848.634.57	79579
7.310.596.96	84717
2.555.417.10	78107
7.260.685.56	64381
4.727.592.46	35455
2.238.900.32	17530
8.653.307.82	69837
7.233.174.34	71214
5.308.376.46	11075
8.949.478.72	51184
3.377.393.89	5118
4.229.491.52	56967
7.972.988.36	79964
6.305.965.49	81573
6.820.699.90	36688
7.776.571.61	68608
5.209.923.28	72400
3.101.474.68	55206
6.714.455.54	50230
5.753.266.54	83351
8.397.793.22	16840
5.347.371.35	58051
2.805.561.73	40559
8.702.984.40	35375
7.285.766.53	32928
8.588.738.39	92498
2.838.272.64	48394
8.990.677.80	60796
3.184.815.83	75864
2.547.594.11	46500
8.763.349.85	43089
8.304.911.30	42561
7.812.806.95	34163
4.964.862.46	46231
8.282.978.55	66971
3.834.564.74	17266
5.948.380.58	19050
7.533.861.40	75854
8.761.746.97	8188
8.187.479.98	54077
8.633.791.97	5038
3.998.144.66	72211
5.864.865.83	57197
6.544.460.72	35214
4.487.669.58	5438
7.877.937.55	44530
8.824.518.63	52307
3.136.426.80	81716
7.447.824.42	90829
4.662.406.46	91484
5.640.257.44	33893
5.733.473.82	22435
8.105.899.84	92755
8.473.860.37	85173
4.610.868.54	53208
2.323.229.16	85465
2.191.177.98	37177
5.513.144.36	57864
7.147.518.30	13908
5.481.278.75	59470
2.981.745.22	15430
6.249.648.56	27586
7.247.476.51	38709
8.289.769.14	74614
4.117.932.62	76731
7.318.871.93	20884
8.753.837.81	80802
6.162.747.69	68051
5.407.908.42	98481
2.946.421.36	95340
7.926.104.79	33930
8.831.368.71	61176
5.318.947.74	78902
6.434.967.42	68680
6.496.347.83	12270
5.873.504.76	56109
3.546.605.72	48762
4.767.115.98	95550
3.845.269.37	90516
3.639.336.26	14098
4.782.668.51	1223
2.342.912.82	72295
5.434.358.84	35800
6.680.365.76	94823
3.348.862.62	83067
8.758.310.70	35330
5.563.424.37	68357
8.194.338.33	59779
7.784.131.19	832
5.278.431.63	96911
5.481.270.89	41071
7.441.330.39	61226
3.142.862.57	33614
8.780.252.61	37427
5.480.768.51	6292
8.693.950.76	85385
2.994.534.26	51568
5.535.864.76	29504
4.372.520.31	25588
5.279.876.97	11857
3.542.700.47	87370
4.195.575.53	89532
2.399.599.43	40299
5.774.391.29	98466
8.847.395.23	13167
6.445.303.53	60433
2.753.572.16	98061
2.143.481.94	30970
3.310.600.89	4761
5.260.331.41	78758
8.725.760.22	13682
6.388.715.85	72377
5.713.775.55	14090
7.391.827.29	86442
2.500.390.64	5014
2.453.336.22	3787
4.891.587.45	72228
2.533.808.36	70800
8.631.740.56	32734
4.901.134.20	57995
4.227.881.25	90453
6.987.392.82	72599
6.704.613.44	29138
4.809.519.32	67302
8.279.870.43	39154
4.593.669.18	68275
3.513.287.54	14400
7.890.909.78	88237
3.240.462.79	22569
6.223.755.98	27656
5.712.281.76	2880
2.958.558.38	79148
3.912.178.64	75660
3.218.486.61	13730
3.708.975.95	81423
7.483.904.15	28883
5.496.337.97	41612
8.559.347.24	45335
8.408.512.72	92770
8.689.208.18	71996
4.880.196.46	26751
2.661.154.94	77823
5.136.842.70	52475
5.726.240.80	40199
8.654.266.39	29883
7.869.417.14	48038
4.619.946.76	2988
6.417.977.77	28017
2.619.243.11	87335
3.649.255.22	87197
5.155.708.74	64780
8.885.365.66	78851
5.348.427.80	89204
7.376.921.39	11490
5.657.444.21	45670
5.929.438.98	23894
4.745.467.63	61603
6.342.853.30	37507
6.587.207.73	11731
8.914.434.72	8637
3.546.531.85	6907
5.493.633.31	82795
3.483.673.29	38446
7.659.865.46	14883
2.450.576.71	56271
3.159.872.44	45144
8.753.911.69	1980
6.954.251.73	53508
8.889.174.14	81953
4.485.869.25	76433
2.810.600.89	58727
6.440.822.34	78417
5.294.374.93	55187
3.172.114.97	90115
3.541.535.51	33532
4.838.280.68	58388
4.731.470.86	62653
5.222.993.64	72672
7.671.885.55	26219
6.115.311.45	95780
5.554.272.41	20796
4.530.583.89	89617
2.903.531.51	92322
2.703.562.53	94303
8.511.482.20	30513
6.340.932.27	88905
7.939.646.42	53182
5.593.275.84	99310
5.879.958.38	81983
3.558.173.28	68774
7.120.414.24	61772
5.889.342.65	69310
3.585.617.57	97675
3.127.501.48	51425
5.381.708.80	10928
2.782.242.70	54670
6.326.159.26	56758
8.625.861.74	63054
7.621.927.13	65851
4.396.708.51	85714
6.960.681.14	63492
7.113.808.98	43113
5.552.227.96	67052
5.162.827.96	7657
5.659.673.34	44319
3.944.983.55	7862
4.351.231.51	12110
7.497.194.48	99106
2.987.532.78	69704
4.954.811.25	54553
3.811.177.65	42906
4.310.491.93	69069
4.460.586.97	62978
2.549.871.97	71812
2.752.788.26	72215
5.279.915.61	28686
2.954.327.28	19723
8.917.272.30	2082
5.663.632.46	38809
7.227.324.37	62127
5.305.248.46	60442
3.611.905.26	69168
4.761.837.16	66462
6.510.514.27	64392
8.147.472.87	97551
3.124.453.83	58258
8.363.226.53	78498
3.557.926.60	2930
7.515.333.89	61964
6.943.154.72	21965
2.797.924.81	82783
2.958.371.57	31330
6.622.650.10	51783
2.128.901.46	46253
3.511.346.30	25308
7.519.101.69	58486
4.122.711.77	89857
6.844.728.35	98305
4.707.414.76	94740
6.111.147.20	48006
5.413.350.55	79250
2.260.790.62	42678
6.627.475.48	9609
3.274.116.28	18769
4.667.715.19	28866
2.879.548.52	95330
6.423.301.50	24007
4.702.215.42	37860
7.395.788.14	67759
6.952.125.82	49331
4.219.152.41	37959
8.132.113.90	58347
8.949.178.41	63909
8.552.972.82	6369
4.966.645.55	95841
6.504.591.30	37590
6.435.435.32	43453
4.286.318.12	75362
3.995.233.75	9513
8.877.264.43	16047
8.667.871.15	47680
3.435.280.60	33761
2.485.755.52	37039
6.529.189.41	66791
7.408.494.94	83279
5.207.967.16	77383
4.229.214.79	8158
3.654.300.45	44179
4.651.376.74	59615
4.117.403.88	75854
5.213.573.75	71886
8.717.337.14	79391
2.758.339.72	19076
6.527.836.42	23985
3.120.764.70	10899
8.919.553.39	99802
3.674.188.52	86717
8.368.505.63	65680
8.154.404.67	56592
7.439.332.52	87377
5.455.978.57	14771
5.651.346.33	11189
6.538.288.10	70964
8.575.702.79	92556
4.336.519.59	90751
5.304.736.61	88807
6.851.573.63	16710
7.598.187.33	64340
3.694.162.20	35194
6.358.352.60	97327
2.636.110.38	8174
6.177.209.85	70525
4.845.291.66	6300
8.451.981.60	43864
2.710.373.24	18057
6.269.252.95	15303
5.170.545.88	85994
8.871.548.86	97839
4.960.280.20	84024
4.130.960.61	78669
3.965.259.36	21179
4.544.255.52	85244
8.822.205.90	41602
6.717.880.50	36363
5.916.497.23	44187
4.866.641.74	99501
4.236.445.68	81019
2.202.431.30	36293
3.968.954.20	85723
8.689.524.89	13484
2.281.687.72	92866
7.633.471.59	31630
5.428.995.86	61800
5.537.339.24	24579
4.946.385.63	62747
8.610.405.51	2076
8.843.209.97	7432
7.805.807.89	41813
3.649.606.10	16291
6.461.908.70	24957
7.400.901.46	65137
3.210.558.79	22414
5.477.414.12	45183
7.204.151.96	53146
5.122.505.69	75471
6.579.948.12	9389
8.547.117.75	43107
3.489.626.79	28987
2.803.587.79	13158
6.350.313.26	14918
3.254.915.30	43738
2.103.849.88	43707
5.433.946.30	66552
7.607.741.54	77698
7.996.140.52	41186
5.752.748.61	5994
6.975.873.11	64470
8.987.597.53	57508
6.959.473.25	31541
4.931.870.17	92719
3.824.710.15	81662
8.815.960.96	68639
4.270.183.12	4386
7.655.937.80	87014
3.663.937.36	97427
8.927.601.70	60966
4.451.753.13	74466
4.486.499.87	38124
2.255.432.22	67165
3.778.883.27	85783
5.973.741.44	38872
7.603.367.80	84798
8.514.242.15	43855
5.787.998.40	29717
2.727.511.73	82393
4.249.215.46	28124
6.202.809.18	64763
3.258.598.70	78299
8.698.955.13	91944
6.506.667.54	63048
4.342.760.54	70872
2.740.853.20	62039
2.398.996.47	27202
6.588.837.59	78018
6.705.563.72	44819
5.361.666.90	89068
8.460.134.44	74839
4.763.166.96	2462
4.294.823.37	73346
2.960.416.65	60699
6.754.334.40	83017
4.591.684.39	55073
4.833.387.82	70550
8.460.594.93	41467
5.396.399.10	34022
5.466.892.83	17077
4.316.903.42	24438
8.987.618.23	8508
2.567.587.17	34182
7.179.233.22	41969
3.638.551.15	44569
7.286.632.32	17326
8.798.849.17	5476
7.386.686.20	72413
4.528.120.28	30783
7.176.210.46	56310
8.448.763.93	5471
8.450.290.96	24265
8.521.206.22	85311
5.382.633.74	68566
8.154.561.85	28469
3.816.901.24	55921
2.795.664.57	42768
5.762.628.71	73894
3.397.556.87	54044
7.114.229.53	47450
5.292.651.33	87803
4.680.948.13	18011
2.558.813.11	41314
7.655.734.88	39228
2.368.382.15	78431
4.984.429.39	16327
7.529.506.47	90640
8.947.101.55	11013
5.512.884.53	12307
6.467.113.23	98874
2.914.214.51	25617
2.379.231.12	4683
7.494.527.38	90472
2.103.789.72	46220
6.317.574.82	59503
8.857.550.33	25084
4.883.627.29	61329
3.113.715.79	82424
7.801.208.42	46509
4.246.713.59	59705
4.657.907.20	59879
4.564.110.45	75417
2.842.965.93	45548
3.519.915.33	4121
8.684.819.12	78480
3.933.408.73	41320
3.566.555.85	34381
7.641.774.47	5433
8.125.687.70	21656
4.250.255.96	69606
2.918.372.59	49275
6.987.582.17	26144
3.221.200.12	37712
3.128.672.10	4127
4.346.652.42	58585
6.958.532.35	12177
7.260.599.84	23186
4.525.525.45	59366
8.521.624.86	72900
4.757.271.44	23020
3.503.570.88	60408
3.855.628.87	44508
2.798.613.14	53640
5.824.126.19	34161
3.253.778.17	15682
6.428.418.35	24124
2.465.204.39	89253
7.953.185.20	45309
2.894.610.80	12848
7.295.211.76	58592
4.634.535.63	30420
4.793.642.91	34083
8.778.750.69	69275
3.614.817.20	77553
4.306.544.64	16887
5.923.320.35	52142
3.151.989.56	40518
4.458.475.87	86012
7.785.697.40	33835
6.707.152.54	50958
8.501.309.80	36194
3.677.311.97	23888
6.666.681.95	72940
3.759.290.82	75673
2.604.159.88	76806
3.923.385.93	8127
8.211.611.81	99490
6.884.539.12	74780
8.500.234.89	22579
8.117.327.36	28670
8.423.333.76	42236
6.596.265.54	11557
8.797.204.41	88540
6.688.905.35	94910
4.327.575.38	50846
8.308.502.94	68467
3.126.273.52	18388
3.551.153.37	41411
6.797.797.75	12118
3.327.994.41	85998
3.236.775.83	904
3.924.712.31	33025
3.276.261.78	87355
4.538.908.76	84620
3.404.970.37	29936
8.105.446.38	43696
2.982.168.28	34520
5.651.516.73	43842
7.963.716.77	57214
3.423.286.24	92567
2.947.818.72	23098
6.696.624.93	47572
7.375.710.30	77531
6.842.176.69	53197
7.144.293.14	47781
2.188.243.37	21216
3.795.547.51	56048
3.604.603.65	85984
8.471.738.55	13397
2.596.637.41	18254
4.225.203.26	85736
8.794.633.53	43123
3.775.760.53	26699
8.439.128.11	30223
2.660.627.81	21253
3.332.853.68	59676
3.628.199.38	33929
6.575.585.51	23339
4.204.493.92	45735
2.171.977.28	21592
8.567.687.85	92309
6.925.650.48	33187
4.191.308.75	55309
3.964.346.13	75763
3.522.270.64	43815
2.292.124.73	74210
5.549.580.80	74318
4.214.951.38	27428
5.545.666.59	48924
6.158.835.80	29946
8.945.531.62	24549
4.290.589.21	32538
2.324.318.60	98205
6.805.419.49	45211
6.226.887.81	30973
6.232.526.37	86885
3.212.615.95	87892
4.291.591.72	29702
5.653.459.22	20761
6.976.335.18	69093
8.123.880.27	56855
7.877.632.80	46708
4.559.846.35	46607
7.963.516.77	84799
6.713.163.82	5599
6.519.535.16	44911
6.598.914.89	61630
5.330.458.85	16609
6.859.712.25	35181
4.875.208.67	51450
4.108.384.48	2353
6.949.829.11	95656
3.174.666.22	98213
4.438.474.32	55739
6.238.144.52	69561
6.659.379.92	24842
3.505.201.23	43311
4.988.373.68	17724
8.866.595.18	18021
8.669.112.58	31103
2.840.946.98	73666
6.740.804.87	10551
7.448.553.26	81363
5.164.475.31	36270
7.181.382.39	82618
7.226.733.55	66826
4.740.885.97	635
3.958.944.19	49368
2.544.544.98	24370
3.224.486.53	90968
5.414.391.68	39285
2.490.794.26	44423
4.603.498.79	21252
6.480.758.27	59312
6.849.174.22	91607
4.566.139.83	72117
2.739.421.27	32172
4.889.260.41	9961
3.439.941.56	16925
5.538.574.51	93879
2.648.589.46	26145
4.427.691.25	19566
3.622.389.55	76006
7.359.826.95	76227
3.429.576.72	35053
6.961.733.50	81505
8.194.374.81	22505
3.164.842.15	59455
4.502.167.64	82020
5.793.321.71	67166
3.757.343.67	99446
8.421.744.68	85996
5.854.891.42	11060
7.891.592.35	15280
6.198.969.59	37999
4.460.153.76	72046
7.962.491.86	56877
7.888.118.73	89540
2.748.472.22	41096
2.563.849.96	35270
8.410.496.35	36975
4.823.384.82	90919
2.432.348.91	35631
4.296.506.90	29675
7.743.282.90	60468
4.193.710.66	23441
6.960.266.74	86287
6.939.267.93	40999
4.374.556.61	65229
2.387.842.90	51319
3.674.436.32	30236
8.323.249.45	44177
5.777.151.37	51274
5.969.797.32	80706
6.782.749.70	66251
5.674.755.15	36721
8.687.932.52	63543
8.474.151.13	76486
3.105.532.69	9985
2.111.231.38	79100
7.260.468.87	30446
5.407.544.10	77824
2.578.975.36	97453
6.186.645.19	26464
4.189.695.31	80827
5.987.807.69	83442
8.795.758.10	99966
2.768.690.52	23252
2.324.743.69	84260
2.543.809.61	15803
5.325.278.52	82056
8.441.284.91	92584
8.919.704.15	81790
3.391.274.17	93687
3.161.847.45	9141
4.409.215.97	50439
7.959.263.40	21540
6.898.524.91	57842
5.207.977.60	7980
6.788.682.24	21026
3.124.946.84	95812
8.987.224.55	37694
3.833.362.57	4152
3.396.447.48	25871
8.927.291.33	52585
8.135.124.47	59293
6.123.511.66	16098
5.920.704.71	90499
8.850.128.71	37546
5.787.237.46	22975
5.684.353.98	70503
2.184.928.39	84749
2.479.888.32	66067
2.599.437.32	99438
5.952.497.57	65016
2.939.668.54	72097
8.505.638.80	51749
8.303.202.10	36184
6.747.203.16	1598
2.419.113.70	66529
5.821.956.43	41439
7.195.140.22	60551
7.621.903.55	55995
8.633.645.84	93830
7.786.657.81	15869
5.142.652.36	18773
6.117.835.65	70141
7.278.114.31	24351
2.576.714.54	68309
7.353.414.52	8781
2.644.181.23	66465
8.633.404.11	15588
2.456.633.55	72859
7.980.968.54	64710
6.446.645.48	33409
3.788.241.16	77161
4.656.584.11	98318
4.113.407.69	26312
6.353.658.77	33662
6.329.859.48	67027
4.307.546.39	28724
3.209.777.10	94729
3.975.540.20	16874
3.683.710.65	49992
6.473.323.87	99001
2.789.415.19	43343
6.897.353.25	54880
6.548.252.89	4881
3.197.846.43	64325
2.228.910.38	60647
6.234.803.11	29700
6.233.915.89	49927
6.946.487.54	46136
3.597.742.15	19359
7.433.131.55	32830
7.156.698.23	21209
3.612.571.10	28903
2.363.184.68	18223
3.432.723.88	65600
7.627.446.26	31248
2.828.880.20	14078
2.336.377.48	25207
3.508.825.25	40615
5.776.367.57	78053
7.738.831.29	37845
7.324.444.62	30068
8.487.892.15	32551
2.410.725.89	1242
7.455.191.68	10590
8.303.249.12	77469
5.507.989.57	27820
6.611.628.25	93029
